Activity,Subject,tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tGravityAcc-mean()-X,tGravityAcc-mean()-Y,tGravityAcc-mean()-Z,tGravityAcc-std()-X,tGravityAcc-std()-Y,tGravityAcc-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyGyroJerk-mean()-X,tBodyGyroJerk-mean()-Y,tBodyGyroJerk-mean()-Z,tBodyGyroJerk-std()-X,tBodyGyroJerk-std()-Y,tBodyGyroJerk-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tGravityAccMag-mean(),tGravityAccMag-std(),tBodyAccJerkMag-mean(),tBodyAccJerkMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),tBodyGyroJerkMag-mean(),tBodyGyroJerkMag-std(),fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyAccJerk-mean()-X,fBodyAccJerk-mean()-Y,fBodyAccJerk-mean()-Z,fBodyAccJerk-std()-X,fBodyAccJerk-std()-Y,fBodyAccJerk-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,fBodyAccMag-mean(),fBodyAccMag-std(),fBodyBodyAccJerkMag-mean(),fBodyBodyAccJerkMag-std(),fBodyBodyGyroMag-mean(),fBodyBodyGyroMag-std(),fBodyBodyGyroJerkMag-mean(),fBodyBodyGyroJerkMag-std()
Standing,28,-0.28506898,-0.257807298,0.131249709,-0.091026715,-0.074483975,-0.718275724,0.144808192,-0.029778783,-0.057718136,0.096985846,-0.034571473,0.060108351,-0.88494657,-0.770928798,-0.733516925,-0.57820795,-0.505253632,-0.343412467,-0.486622256,-0.240697691,0.302776731,0.404176875,0.408949643,0.0575454,-0.042860507,-0.1411347,-0.079191936,-0.113962166,-0.276757461,-0.379922284,-0.025477931,-0.008356377,-0.116266197,-0.115581099,-0.432682328,-0.276288408,-0.555954036,-0.519629827,0.156150189,0.073577611,-0.34074486,-0.318402601,-0.471752035,-0.652535302,-0.542672009,-0.598735683,-0.823100899,-0.776056094,-0.808375322,-0.821978241,-0.787433969,-0.866013419,-0.944469515,-0.928996397,-0.925249659,-0.93615058,-0.93973731,-0.945582799,-0.954747309,-0.933302493,-0.931642726,-0.937703006,-0.754276129,-0.753368187,-0.571583479,-0.606330219
Laying,28,-0.445379749,-0.191401689,0.125477838,-0.131199167,-0.169622289,-0.576209485,0.054757936,0.102598458,-0.005317426,0.062424083,0.071317114,-0.023661546,-0.66408823,-0.706140019,-0.816711455,-0.901188549,-0.821526128,-0.732518406,-0.668315648,-0.676974243,-0.550985898,-0.601622643,-0.201369969,-0.079346179,0.059362803,-0.065697345,0.105962124,0.069840762,-0.041375273,-0.075133269,0.047175986,-0.083513295,0.057342586,-0.028992928,-0.586846723,-0.479349649,-0.359358562,-0.528800042,0.066170053,0.09041444,-0.046069753,-0.041056146,-0.151428527,-0.139927196,-0.216453572,-0.23436529,-0.58104986,-0.519738817,-0.558525294,-0.578032146,-0.516982053,-0.5402805,-0.858349167,-0.868959047,-0.834832666,-0.858015868,-0.867369093,-0.872166096,-0.891399127,-0.880209223,-0.879853063,-0.878394898,-0.786820838,-0.774949159,-0.571998322,-0.635405516
Walking,29,-0.260531085,-0.176277182,0.030609732,-0.08041442,-0.110031243,-0.201119781,-0.239475431,-0.058188863,-0.094208014,-0.070957865,-0.042690556,-0.076004603,-0.100695245,-0.251221053,-0.530573348,-0.468581321,-0.628312247,-0.625356193,-0.13926023,-0.056426314,-0.031983411,-0.119234075,-0.144163434,-0.182699812,0.117530079,0.017225455,0.082734457,0.092043983,-0.081151129,0.011284193,-0.123834181,-0.167311034,0.011342963,-0.00345219,-0.131537692,-0.079201854,-0.267287311,-0.35584889,-0.044706492,-0.274523391,0.12435683,0.068652122,0.002354804,0.101956563,0.126949071,-0.04485597,-0.193971353,-0.183278047,-0.224573262,-0.135306668,-0.267973798,-0.206487419,-0.450935117,-0.40691432,-0.520918625,-0.56166202,-0.48112185,-0.527863659,-0.317360816,-0.589317181,-0.384747877,-0.654433828,-0.58718349,-0.661254086,-0.553637581,-0.611244672
Walking Upstairs,29,-0.068978197,-0.435597731,0.095524996,-0.100984861,-0.128522001,-0.777312545,-0.012673512,0.016350302,0.012787829,0.006645516,0.109464192,0.010222268,-0.42901379,-0.612481907,-0.640752468,-0.689861007,-0.644052542,-0.637905481,-0.725039497,-0.609717593,-0.552174101,-0.570113004,-0.295875462,0.032481549,0.007506024,0.076762023,-0.055800089,-0.085111313,-0.173875709,-0.084238855,-0.07439477,-0.052950609,-0.073413613,-0.157324834,-0.545172397,-0.567085199,-0.615988795,-0.603314018,-0.137121449,-0.065258464,-0.286321866,-0.40915319,-0.35224043,-0.343371328,-0.58334739,-0.380007038,-0.508773479,-0.663814475,-0.520794892,-0.654193047,-0.691992113,-0.700505372,-0.84403807,-0.843671448,-0.837697838,-0.863493578,-0.84522312,-0.884663526,-0.824124153,-0.85076013,-0.853032736,-0.861391586,-0.757820241,-0.732187323,-0.727643185,-0.680888203
Walking downstairs,29,-0.23037766,-0.343723463,0.109596841,-0.096556577,-0.17993553,-0.625669058,0.013000284,0.050841624,-0.14742917,-0.006001137,-0.082705857,0.035091607,-0.560892271,-0.663406263,-0.599069464,-0.713531372,-0.522387093,-0.466862756,-0.601268416,-0.531270627,-0.506465029,-0.302299327,-0.130641597,0.162535219,-0.085423002,-0.051722972,-0.0004051,-0.0642057,-0.030865865,-0.054574346,-0.088549949,-0.066334546,0.007580875,-0.014997788,-0.566509495,-0.291246585,-0.507490821,-0.547104946,-0.036556571,-0.095355435,-0.317489857,-0.392723581,-0.288224904,-0.43769074,-0.342882414,-0.483439909,-0.520323002,-0.561868106,-0.64692736,-0.642696697,-0.597962607,-0.681687369,-0.787002703,-0.77727842,-0.787366968,-0.739448411,-0.849796186,-0.790534644,-0.7797993,-0.830018603,-0.837544462,-0.78175395,-0.705713948,-0.568799494,-0.67147818,-0.637066379
Sitting,29,-0.470957345,-0.211114574,0.188489399,-0.086857813,-0.195921567,-0.62986121,-0.160059048,0.025496443,-0.052288892,-0.008422117,-0.104672046,0.040345454,-0.355407321,-0.551658118,-0.689773987,-0.80163183,-0.797822473,-0.718255006,-0.651672751,-0.71520555,-0.518997138,-0.375751348,0.085836043,0.165603741,0.095215608,-0.029072966,0.119857883,-0.013137581,-0.028745536,-0.006192058,-0.013759647,-0.021996726,0.001490772,0.077764507,-0.69471454,-0.541550677,-0.586116828,-0.716020849,-0.033620328,-0.012057342,-0.043470679,-0.164102274,-0.237369689,-0.211313748,-0.368069094,-0.321715003,-0.316417356,-0.427768907,-0.577682552,-0.62488665,-0.728245453,-0.710946414,-0.870118101,-0.794791185,-0.837120423,-0.827427499,-0.80189828,-0.817315445,-0.700258216,-0.81607846,-0.837555198,-0.860434654,-0.735822137,-0.711729953,-0.585801309,-0.589820645
Standing,29,-0.288429999,-0.296443998,0.113851724,-0.101133317,-0.144566379,-0.624533045,0.11064194,0.076296797,-0.008934807,0.15797782,0.085955608,0.025034661,-0.264669691,-0.816023271,-0.82678229,-0.883346672,-0.86586394,-0.7862938,-0.816483531,-0.720760665,-0.695441295,-0.61372139,-0.329380267,-0.04954345,0.007183949,0.127479772,0.078295249,-0.019373666,0.070828869,0.067288671,0.12689097,0.019616617,-0.129257967,-0.095634434,-0.760134864,-0.518262816,-0.627342923,-0.742582516,-0.029602174,0.022681521,-0.067473514,-0.134051422,-0.096691533,-0.184845424,-0.255321291,-0.23058625,-0.540193409,-0.535445015,-0.627672973,-0.709917132,-0.776729762,-0.67967222,-0.904274501,-0.902444948,-0.892054389,-0.873703478,-0.88649636,-0.889886086,-0.894583234,-0.891027166,-0.875363449,-0.895128753,-0.853647239,-0.853412309,-0.459969107,-0.362792402
Laying,29,-0.42783575,-0.274602439,-0.020809854,-0.265927815,-0.248210835,-0.19076538,-0.116892588,-0.057139832,0.00200809,-0.015204581,0.029420429,-0.194999623,0.014251592,-0.373657998,-0.64697444,-0.409009926,-0.738965467,-0.684547897,-0.163414224,-0.250709389,-0.212818386,-0.206274013,-0.136189434,-0.114696848,-0.073098189,-0.022983093,0.046630168,0.036379516,0.066253766,0.163217912,-0.200584071,-0.125574495,0.050907842,0.007407287,-0.177564587,-0.26403601,-0.281361155,-0.279123261,-0.116726398,-0.061490545,0.132349146,0.054791941,-0.04853587,0.053869057,0.045572577,-0.07899803,-0.256422945,-0.324307583,-0.300805584,-0.246549949,-0.355396775,-0.257936031,-0.351619935,-0.560929756,-0.480927462,-0.542735411,-0.598519999,-0.541115012,-0.602032962,-0.578918005,-0.460792837,-0.570569842,-0.594507204,-0.613538128,-0.492579428,-0.52986653
Walking,30,-0.060679622,-0.20709123,0.184274934,-0.040403704,-0.10744046,-0.802940247,0.152058778,0.040806011,0.085195768,0.217849066,0.124711174,0.001123137,-0.648227607,-0.79026808,-0.762828673,-0.713336153,-0.757251065,-0.773634845,-0.898253745,-0.704945586,-0.592353025,-0.372405841,-0.251296989,-0.062016565,0.126128427,0.021345796,0.090718066,-0.114174899,-0.160636932,-0.199877863,0.071505738,0.004125388,-0.022387092,-0.05788131,-0.647308349,-0.592728426,-0.655809846,-0.451935861,0.093431195,0.061428785,-0.276657653,-0.324306622,-0.383470064,-0.43312791,-0.366491167,-0.554647187,-0.737270567,-0.869580105,-0.57695442,-0.755307908,-0.716989721,-0.65002028,-0.966763486,-0.980695761,-0.961358597,-0.953797121,-0.970070549,-0.944904847,-0.94302725,-0.947757685,-0.961741113,-0.924843986,-0.793353653,-0.753202659,-0.639056393,-0.564938846
Walking Upstairs,30,-0.264239975,-0.143517341,0.13257156,-0.109892929,-0.17116299,-0.505548738,-0.051306132,-0.138445091,0.084768735,0.064986663,0.021238983,-0.095394629,-0.390896521,-0.731925325,-0.722095015,-0.566843167,-0.753528558,-0.725618672,-0.530598432,-0.519156158,-0.072067964,0.112960786,0.265983347,0.238682018,0.065098759,-0.004740095,0.024503011,0.052300844,0.115593832,0.030831761,-0.053753354,-0.031874858,-0.002543074,0.046773474,-0.54158892,-0.68682556,-0.646428889,-0.646226142,-0.06400682,-0.036417584,0.096461232,0.157298056,0.093866789,-0.047285682,-0.095695922,-0.191083088,-0.384750566,-0.243922929,-0.363973365,-0.274157882,-0.400791553,-0.361150516,-0.768876473,-0.796541538,-0.654525106,-0.837309241,-0.742876088,-0.796137062,-0.758266098,-0.699531422,-0.737844793,-0.75583468,-0.78601035,-0.792427371,-0.615191411,-0.672855846
Walking downstairs,30,-0.038745969,0.013752713,0.097309533,-0.07801369,-0.13567268,-0.567804518,0.024085097,-0.142366046,-0.048232096,-0.025369985,-0.001534556,0.059409037,-0.649283677,-0.683894691,-0.87956974,-0.764527559,-0.712967234,-0.748685951,-0.653472993,-0.52212369,-0.538465145,-0.258407973,-0.11900074,-0.039539175,0.127420539,0.085253031,0.041371113,0.080488058,0.050977929,0.011337253,-0.033527969,-0.098648691,0.001253556,0.020638254,-0.627909959,-0.620114661,-0.614593931,-0.636649712,-0.107210742,-0.046919605,0.127945654,0.101618322,-0.008088315,0.027090109,-0.083024198,-0.17369482,-0.342350319,-0.312615892,-0.264221617,-0.315973346,-0.358230735,-0.547829105,-0.721533655,-0.813558621,-0.801186908,-0.756570466,-0.839381033,-0.825330024,-0.699250872,-0.593096612,-0.744073754,-0.791219597,-0.730951508,-0.816811155,-0.649307348,-0.681305329
Sitting,30,-0.231950958,-0.305195616,0.166555652,-0.074069468,-0.121134902,-0.788459413,0.034750918,0.030404387,-0.003031081,0.02181784,-0.008704922,-0.034898339,-0.841488265,-0.715000283,-0.812601311,-0.397743034,-0.380822392,-0.319302991,-0.384772541,-0.25565933,0.117818028,0.244904624,0.316535626,0.108103024,0.003152308,0.02986047,-0.086897286,-0.147583339,-0.291315341,-0.409487242,-0.021790825,0.048115439,-0.150894941,-0.177994429,-0.355964459,-0.173477368,-0.614928344,-0.409264503,0.038296074,0.086903874,-0.486485847,-0.562080203,-0.629448707,-0.673446861,-0.634295538,-0.627601151,-0.788942165,-0.837811148,-0.791713347,-0.866466296,-0.872345667,-0.844821826,-0.881802525,-0.866662191,-0.871800045,-0.902900928,-0.915804582,-0.908467132,-0.858647843,-0.876388741,-0.913799367,-0.911670823,-0.751482423,-0.646329843,-0.685234876,-0.714143568
Standing,30,-0.140572911,-0.241378598,0.026839611,-0.129769555,-0.168765227,-0.461068659,-0.236632939,-0.040659701,-0.119169231,-0.05326058,0.015130271,-0.156900208,-0.246862571,-0.31721085,-0.160144682,-0.482339593,-0.349495282,-0.445148957,-0.032224897,-0.073328641,0.044031463,0.024163357,0.17901805,-0.256598031,-0.005891883,0.046159979,-0.056593363,-0.110245939,-0.195337724,-0.226461121,-0.114762412,-0.143548761,-0.074358069,-0.139197327,-0.290447025,-0.206487306,-0.396146794,-0.359066021,-0.302181303,-0.247271625,-0.084639227,-0.177648453,-0.082428485,-0.268605761,-0.181995304,-0.266903551,-0.395350678,-0.321908995,-0.32231645,-0.433201413,-0.363336468,-0.420521496,-0.550063289,-0.63333875,-0.689731504,-0.634575765,-0.672197791,-0.601145364,-0.522288251,-0.58371967,-0.661104304,-0.568911873,-0.604901121,-0.688627293,-0.626115499,-0.623433642
Laying,30,-0.318887147,-0.188054589,0.255923592,-0.021569251,-0.094535396,-0.907958916,0.137249937,0.068459697,0.000244972,0.057461988,0.085853966,0.013510162,-0.657671134,-0.790497967,-0.87777267,-0.779493331,-0.662961676,-0.487232946,-0.834685434,-0.824760704,-0.605823251,-0.317572379,-0.044336942,0.155074331,-0.011887396,0.005270548,0.00085893,-0.072017336,-0.065840091,-0.152564885,-0.025704998,0.008042982,-0.178358303,-0.182316377,-0.695802426,-0.659224274,-0.776647761,-0.670773162,0.051492012,-0.036647068,-0.283695156,-0.436395392,-0.409560055,-0.582772789,-0.618519348,-0.636502253,-0.768812784,-0.789125867,-0.821422966,-0.829530351,-0.819694302,-0.856213692,-0.978835066,-0.977675489,-0.98166862,-0.977972474,-0.976575749,-0.978169123,-0.978616119,-0.9774547,-0.965928002,-0.950083155,-0.805007034,-0.734012004,-0.579710421,-0.626230854
